alcance,set_features,sin_seleccion,n_features,detector,es_cascada,fpr_detector,tipo,n,detectados,recall,semilla,commit,fecha
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.100299,sendmail,14,2,0.142857,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.100299,snmpgetattack,178,23,0.129213,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.100299,snmpguess,331,260,0.785498,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.100299,sqlattack,2,2,1.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.100299,udpstorm,2,2,1.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.100299,worm,2,0,0.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.100299,xlock,9,0,0.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.100299,xsnoop,4,1,0.25,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.100299,xterm,13,8,0.615385,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.100299,__global__,3750,2756,0.734933,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,apache2,737,721,0.97829,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,httptunnel,133,112,0.842105,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,mailbomb,293,6,0.020478,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,mscan,996,838,0.841365,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,named,17,3,0.176471,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,processtable,685,51,0.074453,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,ps,15,1,0.066667,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,saint,319,310,0.971787,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,sendmail,14,5,0.357143,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,snmpgetattack,178,10,0.05618,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,snmpguess,331,4,0.012085,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,sqlattack,2,2,1.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,udpstorm,2,0,0.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,worm,2,0,0.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,xlock,9,0,0.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,xsnoop,4,2,0.5,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,xterm,13,8,0.615385,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,OneClassSVM,False,0.084131,__global__,3750,2073,0.5528,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,apache2,737,595,0.807327,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,httptunnel,133,34,0.255639,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,mailbomb,293,237,0.808874,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,mscan,996,328,0.329317,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,named,17,10,0.588235,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,processtable,685,312,0.455474,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,ps,15,11,0.733333,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,saint,319,124,0.388715,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,sendmail,14,10,0.714286,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,snmpgetattack,178,13,0.073034,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,snmpguess,331,10,0.030211,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,sqlattack,2,2,1.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,udpstorm,2,0,0.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,worm,2,0,0.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,xlock,9,5,0.555556,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,xsnoop,4,3,0.75,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,xterm,13,10,0.769231,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,LocalOutlierFactor,False,0.16054,__global__,3750,1704,0.4544,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,apache2,737,735,0.997286,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,httptunnel,133,130,0.977444,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,mailbomb,293,0,0.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,mscan,996,992,0.995984,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,named,17,10,0.588235,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,processtable,685,685,1.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,ps,15,11,0.733333,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,saint,319,313,0.981191,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,sendmail,14,14,1.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,snmpgetattack,178,0,0.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,snmpguess,331,2,0.006042,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,sqlattack,2,2,1.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,udpstorm,2,2,1.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,worm,2,0,0.0,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,xlock,9,5,0.555556,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,xsnoop,4,3,0.75,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,xterm,13,10,0.769231,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,Autoencoder,True,0.093399,__global__,3750,2914,0.777067,3,df30cb2,2026-08-12T22:47:39
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,apache2,737,734,0.995929,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,httptunnel,133,126,0.947368,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,mailbomb,293,3,0.010239,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,mscan,996,986,0.98996,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,named,17,7,0.411765,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,processtable,685,601,0.877372,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,ps,15,3,0.2,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,saint,319,313,0.981191,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,sendmail,14,2,0.142857,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,snmpgetattack,178,12,0.067416,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,snmpguess,331,11,0.033233,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,sqlattack,2,2,1.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,udpstorm,2,2,1.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,worm,2,0,0.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,xlock,9,4,0.444444,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,xsnoop,4,3,0.75,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,xterm,13,10,0.769231,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,IsolationForest,False,0.091958,__global__,3750,2819,0.751733,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,apache2,737,727,0.986431,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,httptunnel,133,112,0.842105,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,mailbomb,293,0,0.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,mscan,996,893,0.896586,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,named,17,7,0.411765,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,processtable,685,246,0.359124,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,ps,15,3,0.2,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,saint,319,311,0.974922,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,sendmail,14,2,0.142857,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,snmpgetattack,178,11,0.061798,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,snmpguess,331,4,0.012085,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,sqlattack,2,2,1.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,udpstorm,2,1,0.5,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,worm,2,0,0.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,xlock,9,0,0.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,xsnoop,4,3,0.75,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,xterm,13,9,0.692308,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,OneClassSVM,False,0.082381,__global__,3750,2331,0.6216,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,apache2,737,222,0.301221,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,httptunnel,133,56,0.421053,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,mailbomb,293,216,0.737201,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,mscan,996,342,0.343373,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,named,17,7,0.411765,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,processtable,685,259,0.378102,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,ps,15,10,0.666667,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,saint,319,254,0.796238,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,sendmail,14,8,0.571429,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,snmpgetattack,178,10,0.05618,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,snmpguess,331,5,0.015106,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,sqlattack,2,2,1.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,udpstorm,2,1,0.5,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,worm,2,0,0.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,xlock,9,0,0.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,xsnoop,4,2,0.5,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,xterm,13,10,0.769231,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,LocalOutlierFactor,False,0.162187,__global__,3750,1404,0.3744,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,apache2,737,735,0.997286,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,httptunnel,133,132,0.992481,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,mailbomb,293,100,0.341297,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,mscan,996,994,0.997992,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,named,17,14,0.823529,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,processtable,685,322,0.470073,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,ps,15,10,0.666667,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,saint,319,306,0.959248,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,sendmail,14,9,0.642857,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,snmpgetattack,178,0,0.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,snmpguess,331,3,0.009063,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,sqlattack,2,2,1.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,udpstorm,2,0,0.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,worm,2,0,0.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,xlock,9,6,0.666667,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,xsnoop,4,4,1.0,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,xterm,13,11,0.846154,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,Autoencoder,True,0.048811,__global__,3750,2648,0.706133,3,df30cb2,2026-08-12T22:56:23
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,apache2,737,733,0.994573,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,httptunnel,133,116,0.87218,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,mailbomb,293,5,0.017065,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,mscan,996,968,0.971888,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,named,17,9,0.529412,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,processtable,685,218,0.318248,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,ps,15,2,0.133333,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,saint,319,317,0.99373,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,sendmail,14,2,0.142857,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,snmpgetattack,178,22,0.123596,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,snmpguess,331,11,0.033233,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,sqlattack,2,2,1.0,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,udpstorm,2,2,1.0,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,worm,2,0,0.0,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,xlock,9,0,0.0,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,xsnoop,4,1,0.25,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,xterm,13,9,0.692308,4,df30cb2,2026-08-12T23:02:09
recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,IsolationForest,False,0.0969,__global__,3750,2417,0.644533,4,df30cb2,2026-08-12T23:02:09
