tabla_origen,bloque,set_features,algoritmo,metrica,n,media,sd,min,max,valor_semilla_42,dentro_banda_42,distancia_fuera_banda_42,commit_semilla_42,semillas,alcance,nota_bloque,decisiones_no_constantes,commits_origen,commit_agregador,fecha
metricas_hibrido_semillas.csv,calidad,122_sin_seleccion,Autoencoder->RandomForest,conocida_f1_macro,10,0.6757,0.0709,0.6077,0.7909,0.6554,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_hibrido_semillas.csv,calidad,122_sin_seleccion,Autoencoder->RandomForest,fpr_cascada,10,0.0861,0.0138,0.0488,0.0978,0.0849,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_hibrido_semillas.csv,calidad,122_sin_seleccion,Autoencoder->RandomForest,recall_0day_global,10,0.7363,0.0409,0.6669,0.78,0.7853,fuera,0.005333,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_hibrido_semillas.csv,calidad,122_sin_seleccion,Autoencoder->RandomForest,umbral_conf_elegido,10,0.47,0.0483,0.4,0.5,0.5,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_hibrido_semillas.csv,calidad,54,Autoencoder->RandomForest,bin_accuracy,10,0.8614,0.0156,0.8395,0.8824,0.8605,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_hibrido_semillas.csv,calidad,54,Autoencoder->RandomForest,bin_fpr,10,0.0986,0.005,0.0934,0.107,0.1017,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_hibrido_semillas.csv,calidad,54,Autoencoder->RandomForest,bin_recall,10,0.8312,0.0269,0.7939,0.8656,0.8318,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_hibrido_semillas.csv,calidad,54,Autoencoder->RandomForest,conocida_f1_macro,10,0.7325,0.029,0.6789,0.7706,0.7481,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_hibrido_semillas.csv,calidad,54,Autoencoder->RandomForest,fpr_cascada,10,0.0986,0.005,0.0934,0.107,0.1017,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_hibrido_semillas.csv,calidad,54,Autoencoder->RandomForest,recall_0day_global,10,0.7531,0.0173,0.7232,0.7771,0.7707,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_hibrido_semillas.csv,calidad,54,Autoencoder->RandomForest,umbral_conf_elegido,10,0.48,0.0632,0.4,0.6,0.5,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,Autoencoder,flujos_por_segundo,10,721485.96,117671.0275,535460.2,904920.0,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'hidden_layer_sizes': (64, 32, 64)} en 6 semilla(s) · {'hidden_layer_sizes': (32, 16, 32)} en 4 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,Autoencoder,latencia_ms_por_flujo,10,0.0014,0.0003,0.0011,0.0019,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'hidden_layer_sizes': (64, 32, 64)} en 6 semilla(s) · {'hidden_layer_sizes': (32, 16, 32)} en 4 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,Autoencoder,tiempo_entrenamiento_s,10,35.7019,15.8,19.323,70.051,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'hidden_layer_sizes': (64, 32, 64)} en 6 semilla(s) · {'hidden_layer_sizes': (32, 16, 32)} en 4 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,Autoencoder,tiempo_inferencia_s,10,0.032,0.0055,0.025,0.042,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'hidden_layer_sizes': (64, 32, 64)} en 6 semilla(s) · {'hidden_layer_sizes': (32, 16, 32)} en 4 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,Autoencoder,tiempo_s,10,35.955,15.8082,19.59,70.33,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'hidden_layer_sizes': (64, 32, 64)} en 6 semilla(s) · {'hidden_layer_sizes': (32, 16, 32)} en 4 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,IsolationForest,flujos_por_segundo,10,116008.73,56548.0205,63219.4,201214.4,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'n_estimators': 100, 'max_samples': 1.0} en 3 semilla(s) · {'n_estimators': 300, 'max_samples': 1.0} en 3 semilla(s) · {'n_estimators': 200, 'max_samples': 1.0} en 2 semilla(s) · {'n_estimators': 300, 'max_samples': 0.5} en 1 semilla(s) · {'n_estimators': 200, 'max_samples': 0.5} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,IsolationForest,latencia_ms_por_flujo,10,0.0105,0.0044,0.005,0.0158,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'n_estimators': 100, 'max_samples': 1.0} en 3 semilla(s) · {'n_estimators': 300, 'max_samples': 1.0} en 3 semilla(s) · {'n_estimators': 200, 'max_samples': 1.0} en 2 semilla(s) · {'n_estimators': 300, 'max_samples': 0.5} en 1 semilla(s) · {'n_estimators': 200, 'max_samples': 0.5} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,IsolationForest,tiempo_entrenamiento_s,10,2.986,0.1194,2.874,3.215,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'n_estimators': 100, 'max_samples': 1.0} en 3 semilla(s) · {'n_estimators': 300, 'max_samples': 1.0} en 3 semilla(s) · {'n_estimators': 200, 'max_samples': 1.0} en 2 semilla(s) · {'n_estimators': 300, 'max_samples': 0.5} en 1 semilla(s) · {'n_estimators': 200, 'max_samples': 0.5} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,IsolationForest,tiempo_inferencia_s,10,0.2356,0.0981,0.112,0.357,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'n_estimators': 100, 'max_samples': 1.0} en 3 semilla(s) · {'n_estimators': 300, 'max_samples': 1.0} en 3 semilla(s) · {'n_estimators': 200, 'max_samples': 1.0} en 2 semilla(s) · {'n_estimators': 300, 'max_samples': 0.5} en 1 semilla(s) · {'n_estimators': 200, 'max_samples': 0.5} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,IsolationForest,tiempo_s,10,4.669,0.188,4.39,4.91,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.","config_ganadora: {'n_estimators': 100, 'max_samples': 1.0} en 3 semilla(s) · {'n_estimators': 300, 'max_samples': 1.0} en 3 semilla(s) · {'n_estimators': 200, 'max_samples': 1.0} en 2 semilla(s) · {'n_estimators': 300, 'max_samples': 0.5} en 1 semilla(s) · {'n_estimators': 200, 'max_samples': 0.5} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,LocalOutlierFactor,flujos_por_segundo,10,12360.02,151.4281,12182.7,12590.2,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",config_ganadora: {'n_neighbors': 20} en 9 semilla(s) · {'n_neighbors': 35} en 1 semilla(s),df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,LocalOutlierFactor,latencia_ms_por_flujo,10,0.0809,0.001,0.0794,0.0821,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",config_ganadora: {'n_neighbors': 20} en 9 semilla(s) · {'n_neighbors': 35} en 1 semilla(s),df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,LocalOutlierFactor,tiempo_entrenamiento_s,10,16.1018,0.4619,15.294,17.071,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",config_ganadora: {'n_neighbors': 20} en 9 semilla(s) · {'n_neighbors': 35} en 1 semilla(s),df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,LocalOutlierFactor,tiempo_inferencia_s,10,1.8242,0.0222,1.791,1.85,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",config_ganadora: {'n_neighbors': 20} en 9 semilla(s) · {'n_neighbors': 35} en 1 semilla(s),df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,LocalOutlierFactor,tiempo_s,10,25.014,0.5478,24.09,26.15,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",config_ganadora: {'n_neighbors': 20} en 9 semilla(s) · {'n_neighbors': 35} en 1 semilla(s),df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,OneClassSVM,flujos_por_segundo,10,13891.96,456.903,13088.6,14463.3,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,OneClassSVM,latencia_ms_por_flujo,10,0.0721,0.0024,0.0691,0.0764,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,OneClassSVM,tiempo_entrenamiento_s,10,23.3979,0.4999,22.593,24.472,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,OneClassSVM,tiempo_inferencia_s,10,1.6244,0.0542,1.559,1.722,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,122_sin_seleccion,OneClassSVM,tiempo_s,10,39.301,0.8445,38.18,40.49,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,Autoencoder,flujos_por_segundo,10,912386.95,170907.2347,726391.6,1189782.6,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,Autoencoder,latencia_ms_por_flujo,10,0.0011,0.0002,0.0008,0.0014,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,Autoencoder,tiempo_entrenamiento_s,10,22.3951,7.0837,8.673,31.961,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,Autoencoder,tiempo_inferencia_s,10,0.0255,0.0043,0.019,0.031,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_anomalias_semillas.csv,dispersion_de_maquina,54,Autoencoder,tiempo_s,10,22.623,7.0907,8.89,32.18,,,,,1 2 3 4 5 6 7 8 9 10,binario normal-vs-ataque (2 clases) sobre D2 completo,"wall-clock en máquina no dedicada: su sd mide CARGA DE MÁQUINA y no el algoritmo. Medido en T1: el Autoencoder de 54 features pasó de 37,71 s a 181,91 s entre dos corridas (4,8x) con calidad idéntica al bit y con el recuento de épocas determinista (162 en 54 y 128 en 122). No es una propiedad del algoritmo y no se cita como resultado.",,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
