tabla_origen,bloque,set_features,algoritmo,metrica,n,media,sd,min,max,valor_semilla_42,dentro_banda_42,distancia_fuera_banda_42,commit_semilla_42,semillas,alcance,nota_bloque,decisiones_no_constantes,commits_origen,commit_agregador,fecha
metricas_cascada_invertida_semillas.csv,calidad,54,RandomForest,tasa_condena,10,0.7658,0.157,0.5751,0.9871,0.6753,dentro,0.0,274923d-sucio,1 2 3 4 5 6 7 8 9 10,medida CONTRAFACTUAL de la cascada invertida (T3): predict_proba del clasificador de firmas YA ENTRENADO sobre la POBLACIÓN de las filas normales de D2 —que en el sistema real NUNCA llegan a la etapa 2— para contar cuántas conservarían etiqueta de ataque con confianza >= UMBRAL_CONF. NO describe el híbrido publicado y NO es comparable con ninguna columna de metricas_firmas.csv ni de metricas_hibrido.csv. La etapa 2 carece de clase 'normal' (D3 son solo ataques) así que etiqueta como ataque TODA fila: por eso 'n_argmax' de '__global__' es el total de normales. DENOMINADOR de 'tasa_condena': ese total y no el bucket de la fila —así los RECUENTOS de las cuatro categorías suman el de '__global__'; las tasas solo hasta el redondeo—. LÍMITE: 'tasa_condena' de '__global__' es COTA INFERIOR del FPR de un sistema de firmas-primero y lo citable es 'n_condenadas' — el porqué está en el puntero y no se replica aquí. UMBRAL_CONF se lee del descriptor del híbrido (ver 'origen_umbral_conf') donde lo dejó la calibración out-of-fold sobre D3. Cero fit: solo inferencia sobre modelos persistidos y D2 SOLO se reporta — ninguna decisión sale de esta tabla (P-4). Lectura cifras y porqué del límite: Implementacion/PIPELINE.md sección 'La cascada invertida (T3)',,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,DecisionTree,accuracy_D2,10,0.874,0.0402,0.7924,0.908,0.9029,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 5 semilla(s) · class_weight en 5 semilla(s) | config_ganadora: {'clf__max_depth': 20, 'clf__min_samples_leaf': 1} en 4 semilla(s) · {'max_depth': 10, 'min_samples_leaf': 1} en 3 semilla(s) · {'max_depth': 20, 'min_samples_leaf': 1} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 1} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,DecisionTree,f1_macro,10,0.6716,0.0786,0.5356,0.7462,0.7309,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 5 semilla(s) · class_weight en 5 semilla(s) | config_ganadora: {'clf__max_depth': 20, 'clf__min_samples_leaf': 1} en 4 semilla(s) · {'max_depth': 10, 'min_samples_leaf': 1} en 3 semilla(s) · {'max_depth': 20, 'min_samples_leaf': 1} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 1} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,DecisionTree,f1_u2r,10,0.2306,0.1599,0.0296,0.381,0.3492,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 5 semilla(s) · class_weight en 5 semilla(s) | config_ganadora: {'clf__max_depth': 20, 'clf__min_samples_leaf': 1} en 4 semilla(s) · {'max_depth': 10, 'min_samples_leaf': 1} en 3 semilla(s) · {'max_depth': 20, 'min_samples_leaf': 1} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 1} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,DecisionTree,recall_macro,10,0.7251,0.0489,0.648,0.7705,0.7536,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 5 semilla(s) · class_weight en 5 semilla(s) | config_ganadora: {'clf__max_depth': 20, 'clf__min_samples_leaf': 1} en 4 semilla(s) · {'max_depth': 10, 'min_samples_leaf': 1} en 3 semilla(s) · {'max_depth': 20, 'min_samples_leaf': 1} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 1} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,HistGradientBoosting,accuracy_D2,10,0.9333,0.0146,0.915,0.9519,0.9296,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__learning_rate': 0.1, 'clf__max_iter': 100} en 7 semilla(s) · {'clf__learning_rate': 0.05, 'clf__max_iter': 300} en 2 semilla(s) · {'clf__learning_rate': 0.1, 'clf__max_iter': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,HistGradientBoosting,f1_macro,10,0.7489,0.0329,0.6896,0.7866,0.7131,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__learning_rate': 0.1, 'clf__max_iter': 100} en 7 semilla(s) · {'clf__learning_rate': 0.05, 'clf__max_iter': 300} en 2 semilla(s) · {'clf__learning_rate': 0.1, 'clf__max_iter': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,HistGradientBoosting,f1_u2r,10,0.325,0.1006,0.1082,0.42,0.1699,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__learning_rate': 0.1, 'clf__max_iter': 100} en 7 semilla(s) · {'clf__learning_rate': 0.05, 'clf__max_iter': 300} en 2 semilla(s) · {'clf__learning_rate': 0.1, 'clf__max_iter': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,HistGradientBoosting,recall_macro,10,0.8301,0.0141,0.8117,0.854,0.8312,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__learning_rate': 0.1, 'clf__max_iter': 100} en 7 semilla(s) · {'clf__learning_rate': 0.05, 'clf__max_iter': 300} en 2 semilla(s) · {'clf__learning_rate': 0.1, 'clf__max_iter': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,KNN,accuracy_D2,10,0.9529,0.0044,0.9459,0.9583,0.9499,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__n_neighbors': 5, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'uniform'} en 2 semilla(s) · {'clf__n_neighbors': 3, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 3, 'clf__weights': 'uniform'} en 1 semilla(s) · {'clf__n_neighbors': 5, 'clf__weights': 'uniform'} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,KNN,f1_macro,10,0.7584,0.0067,0.7479,0.7658,0.753,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__n_neighbors': 5, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'uniform'} en 2 semilla(s) · {'clf__n_neighbors': 3, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 3, 'clf__weights': 'uniform'} en 1 semilla(s) · {'clf__n_neighbors': 5, 'clf__weights': 'uniform'} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,KNN,f1_u2r,10,0.1934,0.0044,0.1824,0.1972,0.1972,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__n_neighbors': 5, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'uniform'} en 2 semilla(s) · {'clf__n_neighbors': 3, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 3, 'clf__weights': 'uniform'} en 1 semilla(s) · {'clf__n_neighbors': 5, 'clf__weights': 'uniform'} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,KNN,recall_macro,10,0.8947,0.0043,0.888,0.9004,0.8919,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__n_neighbors': 5, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'uniform'} en 2 semilla(s) · {'clf__n_neighbors': 3, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 3, 'clf__weights': 'uniform'} en 1 semilla(s) · {'clf__n_neighbors': 5, 'clf__weights': 'uniform'} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,RandomForest,accuracy_D2,10,0.9307,0.0388,0.8605,0.9747,0.8938,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 6 semilla(s) · class_weight en 4 semilla(s) | config_ganadora: {'clf__max_depth': 10, 'clf__n_estimators': 100} en 2 semilla(s) · {'clf__max_depth': None, 'clf__n_estimators': 300} en 2 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__n_estimators': 300} en 2 semilla(s) · {'max_depth': 10, 'n_estimators': 100} en 1 semilla(s) · {'max_depth': None, 'n_estimators': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,RandomForest,f1_macro,10,0.7838,0.039,0.7155,0.8435,0.6956,fuera,0.019937,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 6 semilla(s) · class_weight en 4 semilla(s) | config_ganadora: {'clf__max_depth': 10, 'clf__n_estimators': 100} en 2 semilla(s) · {'clf__max_depth': None, 'clf__n_estimators': 300} en 2 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__n_estimators': 300} en 2 semilla(s) · {'max_depth': 10, 'n_estimators': 100} en 1 semilla(s) · {'max_depth': None, 'n_estimators': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,RandomForest,f1_u2r,10,0.492,0.1026,0.3182,0.6429,0.3182,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 6 semilla(s) · class_weight en 4 semilla(s) | config_ganadora: {'clf__max_depth': 10, 'clf__n_estimators': 100} en 2 semilla(s) · {'clf__max_depth': None, 'clf__n_estimators': 300} en 2 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__n_estimators': 300} en 2 semilla(s) · {'max_depth': 10, 'n_estimators': 100} en 1 semilla(s) · {'max_depth': None, 'n_estimators': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,122_sin_seleccion,RandomForest,recall_macro,10,0.8267,0.0504,0.748,0.8852,0.7458,fuera,0.002158,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 6 semilla(s) · class_weight en 4 semilla(s) | config_ganadora: {'clf__max_depth': 10, 'clf__n_estimators': 100} en 2 semilla(s) · {'clf__max_depth': None, 'clf__n_estimators': 300} en 2 semilla(s) · {'max_depth': None, 'n_estimators': 100} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__n_estimators': 300} en 2 semilla(s) · {'max_depth': 10, 'n_estimators': 100} en 1 semilla(s) · {'max_depth': None, 'n_estimators': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,DecisionTree,accuracy_D2,10,0.885,0.0242,0.844,0.9145,0.9135,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 7 semilla(s) · class_weight en 3 semilla(s) | config_ganadora: {'clf__max_depth': 20, 'clf__min_samples_leaf': 1} en 4 semilla(s) · {'max_depth': 20, 'min_samples_leaf': 1} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 5} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 1} en 1 semilla(s) · {'max_depth': 10, 'min_samples_leaf': 1} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,DecisionTree,f1_macro,10,0.6876,0.0533,0.5976,0.7464,0.7456,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 7 semilla(s) · class_weight en 3 semilla(s) | config_ganadora: {'clf__max_depth': 20, 'clf__min_samples_leaf': 1} en 4 semilla(s) · {'max_depth': 20, 'min_samples_leaf': 1} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 5} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 1} en 1 semilla(s) · {'max_depth': 10, 'min_samples_leaf': 1} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,DecisionTree,f1_u2r,10,0.2514,0.1533,0.0464,0.4138,0.3607,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 7 semilla(s) · class_weight en 3 semilla(s) | config_ganadora: {'clf__max_depth': 20, 'clf__min_samples_leaf': 1} en 4 semilla(s) · {'max_depth': 20, 'min_samples_leaf': 1} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 5} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 1} en 1 semilla(s) · {'max_depth': 10, 'min_samples_leaf': 1} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,DecisionTree,recall_macro,10,0.7375,0.0282,0.6827,0.7672,0.7668,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 7 semilla(s) · class_weight en 3 semilla(s) | config_ganadora: {'clf__max_depth': 20, 'clf__min_samples_leaf': 1} en 4 semilla(s) · {'max_depth': 20, 'min_samples_leaf': 1} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 5} en 2 semilla(s) · {'clf__max_depth': 10, 'clf__min_samples_leaf': 1} en 1 semilla(s) · {'max_depth': 10, 'min_samples_leaf': 1} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,HistGradientBoosting,accuracy_D2,10,0.9406,0.014,0.918,0.9538,0.9577,fuera,0.003963,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__learning_rate': 0.05, 'clf__max_iter': 300} en 5 semilla(s) · {'clf__learning_rate': 0.1, 'clf__max_iter': 100} en 3 semilla(s) · {'clf__learning_rate': 0.05, 'clf__max_iter': 100} en 2 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,HistGradientBoosting,f1_macro,10,0.7929,0.0184,0.768,0.8327,0.8041,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__learning_rate': 0.05, 'clf__max_iter': 300} en 5 semilla(s) · {'clf__learning_rate': 0.1, 'clf__max_iter': 100} en 3 semilla(s) · {'clf__learning_rate': 0.05, 'clf__max_iter': 100} en 2 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,HistGradientBoosting,f1_u2r,10,0.4823,0.0607,0.3797,0.5747,0.4318,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__learning_rate': 0.05, 'clf__max_iter': 300} en 5 semilla(s) · {'clf__learning_rate': 0.1, 'clf__max_iter': 100} en 3 semilla(s) · {'clf__learning_rate': 0.05, 'clf__max_iter': 100} en 2 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,HistGradientBoosting,recall_macro,10,0.8382,0.0213,0.8057,0.8756,0.8407,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__learning_rate': 0.05, 'clf__max_iter': 300} en 5 semilla(s) · {'clf__learning_rate': 0.1, 'clf__max_iter': 100} en 3 semilla(s) · {'clf__learning_rate': 0.05, 'clf__max_iter': 100} en 2 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,KNN,accuracy_D2,10,0.9559,0.0053,0.9489,0.9651,0.9564,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__n_neighbors': 3, 'clf__weights': 'distance'} en 4 semilla(s) · {'clf__n_neighbors': 3, 'clf__weights': 'uniform'} en 2 semilla(s) · {'clf__n_neighbors': 5, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'uniform'} en 1 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'distance'} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,KNN,f1_macro,10,0.771,0.0079,0.7603,0.7841,0.7687,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__n_neighbors': 3, 'clf__weights': 'distance'} en 4 semilla(s) · {'clf__n_neighbors': 3, 'clf__weights': 'uniform'} en 2 semilla(s) · {'clf__n_neighbors': 5, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'uniform'} en 1 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'distance'} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,KNN,f1_u2r,10,0.2584,0.0129,0.2295,0.2705,0.2445,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__n_neighbors': 3, 'clf__weights': 'distance'} en 4 semilla(s) · {'clf__n_neighbors': 3, 'clf__weights': 'uniform'} en 2 semilla(s) · {'clf__n_neighbors': 5, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'uniform'} en 1 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'distance'} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,KNN,recall_macro,10,0.8961,0.0063,0.8854,0.9062,0.8974,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"config_ganadora: {'clf__n_neighbors': 3, 'clf__weights': 'distance'} en 4 semilla(s) · {'clf__n_neighbors': 3, 'clf__weights': 'uniform'} en 2 semilla(s) · {'clf__n_neighbors': 5, 'clf__weights': 'distance'} en 2 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'uniform'} en 1 semilla(s) · {'clf__n_neighbors': 11, 'clf__weights': 'distance'} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,RandomForest,accuracy_D2,10,0.9484,0.0134,0.9309,0.9705,0.9683,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 5 semilla(s) · class_weight en 5 semilla(s) | config_ganadora: {'max_depth': None, 'n_estimators': 100} en 3 semilla(s) · {'clf__max_depth': None, 'clf__n_estimators': 100} en 3 semilla(s) · {'clf__max_depth': 10, 'clf__n_estimators': 300} en 1 semilla(s) · {'clf__max_depth': 10, 'clf__n_estimators': 100} en 1 semilla(s) · {'max_depth': 10, 'n_estimators': 100} en 1 semilla(s) · {'max_depth': 10, 'n_estimators': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,RandomForest,f1_macro,10,0.8035,0.0146,0.7779,0.8205,0.8223,fuera,0.001792,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 5 semilla(s) · class_weight en 5 semilla(s) | config_ganadora: {'max_depth': None, 'n_estimators': 100} en 3 semilla(s) · {'clf__max_depth': None, 'clf__n_estimators': 100} en 3 semilla(s) · {'clf__max_depth': 10, 'clf__n_estimators': 300} en 1 semilla(s) · {'clf__max_depth': 10, 'clf__n_estimators': 100} en 1 semilla(s) · {'max_depth': 10, 'n_estimators': 100} en 1 semilla(s) · {'max_depth': 10, 'n_estimators': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,RandomForest,f1_u2r,10,0.491,0.0657,0.4054,0.5902,0.4524,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 5 semilla(s) · class_weight en 5 semilla(s) | config_ganadora: {'max_depth': None, 'n_estimators': 100} en 3 semilla(s) · {'clf__max_depth': None, 'clf__n_estimators': 100} en 3 semilla(s) · {'clf__max_depth': 10, 'clf__n_estimators': 300} en 1 semilla(s) · {'clf__max_depth': 10, 'clf__n_estimators': 100} en 1 semilla(s) · {'max_depth': 10, 'n_estimators': 100} en 1 semilla(s) · {'max_depth': 10, 'n_estimators': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_firmas_semillas.csv,calidad,54,RandomForest,recall_macro,10,0.8126,0.0156,0.7839,0.837,0.8496,fuera,0.012574,1163c90,1 2 3 4 5 6 7 8 9 10,multiclase 4 categorías de ataque sobre los ataques de D2 de tipo conocido,,"balanceo: SMOTE en 5 semilla(s) · class_weight en 5 semilla(s) | config_ganadora: {'max_depth': None, 'n_estimators': 100} en 3 semilla(s) · {'clf__max_depth': None, 'clf__n_estimators': 100} en 3 semilla(s) · {'clf__max_depth': 10, 'clf__n_estimators': 300} en 1 semilla(s) · {'clf__max_depth': 10, 'clf__n_estimators': 100} en 1 semilla(s) · {'max_depth': 10, 'n_estimators': 100} en 1 semilla(s) · {'max_depth': 10, 'n_estimators': 300} en 1 semilla(s)",df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_hibrido_semillas.csv,calidad,122_sin_seleccion,Autoencoder->RandomForest,bin_accuracy,10,0.8597,0.0215,0.8275,0.886,0.8567,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_hibrido_semillas.csv,calidad,122_sin_seleccion,Autoencoder->RandomForest,bin_fpr,10,0.0861,0.0138,0.0488,0.0978,0.0849,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
metricas_hibrido_semillas.csv,calidad,122_sin_seleccion,Autoencoder->RandomForest,bin_recall,10,0.8187,0.0414,0.7644,0.8666,0.8125,dentro,0.0,1163c90,1 2 3 4 5 6 7 8 9 10,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,,,df30cb2,6bb224c-sucio,2026-08-14T15:15:13
