algoritmo,alcance,set_features,sin_seleccion,n_features,config_ganadora,f1_macro_cv,accuracy_D2,precision_macro,recall_macro,f1_macro,f1_weighted,bin_accuracy,bin_precision,bin_recall,bin_f1,bin_fpr,bin_roc_auc,bin_pr_auc,bin_tn,bin_fp,bin_fn,bin_tp,recall_0day_global,n_0day,n_test,tiempo_s,alcance_tiempo_s,tiempo_entrenamiento_s,tiempo_inferencia_s,n_inferencia,latencia_ms_por_flujo,flujos_por_segundo,precision_normal,recall_normal,f1_normal,soporte_normal,precision_dos,recall_dos,f1_dos,soporte_dos,precision_probe,recall_probe,f1_probe,soporte_probe,precision_r2l,recall_r2l,f1_r2l,soporte_r2l,precision_u2r,recall_u2r,f1_u2r,soporte_u2r,semilla,commit,fecha
RandomForest_monolitico,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,54,False,54,"{'max_depth': None, 'n_estimators': 300}",0.939244,0.738866,0.720487,0.469542,0.469901,0.691371,0.74623,0.965689,0.574612,0.720504,0.02698,0.95809,0.960231,9449,262,5459,7374,0.148533,3750,22544,32.88,'tiempo_s' = SOLO el entrenamiento (GridSearchCV + refit sobre D1+D3): coincide con 'tiempo_entrenamiento_s' de esta misma fila —el residual entre las dos columnas es cero salvo redondeo— y NO incluye inferencia ni figuras — no comparable con el 'tiempo_s' de metricas_anomalias.csv ni de metricas_firmas.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,32.884,0.131,22544,0.005824,171693.7,0.633821,0.97302,0.767619,9711,0.96498,0.772191,0.857888,7458,0.870303,0.593143,0.705478,2421,0.8,0.004357,0.008667,2754,0.333333,0.005,0.009852,200,6,df30cb2,2026-08-12T23:30:22
RandomForest_monolitico,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,122_sin_seleccion,True,122,"{'max_depth': None, 'n_estimators': 300}",0.933295,0.735894,0.743584,0.468515,0.468897,0.688131,0.745963,0.966763,0.573443,0.719883,0.026053,0.959182,0.962468,9458,253,5474,7359,0.1376,3750,22544,37.56,'tiempo_s' = SOLO el entrenamiento (GridSearchCV + refit sobre D1+D3): coincide con 'tiempo_entrenamiento_s' de esta misma fila —el residual entre las dos columnas es cero salvo redondeo— y NO incluye inferencia ni figuras — no comparable con el 'tiempo_s' de metricas_anomalias.csv ni de metricas_firmas.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,37.565,0.134,22544,0.005947,168138.3,0.633405,0.973947,0.767601,9711,0.961116,0.762269,0.850221,7458,0.854167,0.59273,0.699829,2421,0.769231,0.003631,0.007228,2754,0.5,0.01,0.019608,200,6,df30cb2,2026-08-12T23:39:53
RandomForest_monolitico,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,54,False,54,"{'max_depth': None, 'n_estimators': 300}",0.925323,0.741616,0.768126,0.472063,0.473383,0.694123,0.748359,0.965782,0.578431,0.723525,0.027083,0.957577,0.960967,9448,263,5410,7423,0.159733,3750,22544,32.5,'tiempo_s' = SOLO el entrenamiento (GridSearchCV + refit sobre D1+D3): coincide con 'tiempo_entrenamiento_s' de esta misma fila —el residual entre las dos columnas es cero salvo redondeo— y NO incluye inferencia ni figuras — no comparable con el 'tiempo_s' de metricas_anomalias.csv ni de metricas_firmas.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,32.501,0.13,22544,0.005766,173426.3,0.635886,0.972917,0.769099,9711,0.966955,0.780772,0.863947,7458,0.871125,0.591904,0.70487,2421,0.866667,0.00472,0.00939,2754,0.5,0.01,0.019608,200,7,df30cb2,2026-08-12T23:45:07
RandomForest_monolitico,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,122_sin_seleccion,True,122,"{'max_depth': None, 'n_estimators': 100}",0.927016,0.736471,0.739992,0.468413,0.467238,0.688685,0.747605,0.967046,0.576249,0.722168,0.02595,0.956881,0.957186,9459,252,5438,7395,0.1472,3750,22544,36.36,'tiempo_s' = SOLO el entrenamiento (GridSearchCV + refit sobre D1+D3): coincide con 'tiempo_entrenamiento_s' de esta misma fila —el residual entre las dos columnas es cero salvo redondeo— y NO incluye inferencia ni figuras — no comparable con el 'tiempo_s' de metricas_anomalias.csv ni de metricas_firmas.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,36.365,0.063,22544,0.002797,357577.9,0.63496,0.97405,0.768774,9711,0.961298,0.762671,0.850542,7458,0.841798,0.595622,0.697629,2421,0.928571,0.00472,0.009393,2754,0.333333,0.005,0.009852,200,7,df30cb2,2026-08-12T23:53:52
RandomForest_monolitico,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,54,False,54,"{'max_depth': None, 'n_estimators': 100}",0.930026,0.73616,0.719979,0.467506,0.46783,0.688557,0.743435,0.965281,0.569781,0.716582,0.027083,0.959401,0.958985,9448,263,5521,7312,0.126933,3750,22544,30.52,'tiempo_s' = SOLO el entrenamiento (GridSearchCV + refit sobre D1+D3): coincide con 'tiempo_entrenamiento_s' de esta misma fila —el residual entre las dos columnas es cero salvo redondeo— y NO incluye inferencia ni figuras — no comparable con el 'tiempo_s' de metricas_anomalias.csv ni de metricas_firmas.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,30.518,0.058,22544,0.002591,385978.5,0.631171,0.972917,0.76564,9711,0.964346,0.765219,0.853319,7458,0.871046,0.591491,0.704551,2421,0.8,0.002905,0.005789,2754,0.333333,0.005,0.009852,200,8,df30cb2,2026-08-12T23:59:41
RandomForest_monolitico,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,122_sin_seleccion,True,122,"{'max_depth': None, 'n_estimators': 100}",0.930895,0.738334,0.752045,0.469645,0.470272,0.690384,0.747339,0.96641,0.576171,0.721929,0.026465,0.955288,0.957852,9454,257,5439,7394,0.147467,3750,22544,36.27,'tiempo_s' = SOLO el entrenamiento (GridSearchCV + refit sobre D1+D3): coincide con 'tiempo_entrenamiento_s' de esta misma fila —el residual entre las dos columnas es cero salvo redondeo— y NO incluye inferencia ni figuras — no comparable con el 'tiempo_s' de metricas_anomalias.csv ni de metricas_firmas.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,36.271,0.064,22544,0.002852,350625.6,0.634795,0.973535,0.768493,9711,0.961384,0.771118,0.855804,7458,0.864048,0.590665,0.701668,2421,0.8,0.002905,0.005789,2754,0.5,0.01,0.019608,200,8,df30cb2,2026-08-13T00:08:48
RandomForest_monolitico,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,54,False,54,"{'max_depth': None, 'n_estimators': 100}",0.92992,0.738733,0.714384,0.469856,0.470933,0.690923,0.746097,0.966164,0.574067,0.720207,0.026568,0.957374,0.959357,9453,258,5466,7367,0.147733,3750,22544,30.79,'tiempo_s' = SOLO el entrenamiento (GridSearchCV + refit sobre D1+D3): coincide con 'tiempo_entrenamiento_s' de esta misma fila —el residual entre las dos columnas es cero salvo redondeo— y NO incluye inferencia ni figuras — no comparable con el 'tiempo_s' de metricas_anomalias.csv ni de metricas_firmas.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,30.793,0.058,22544,0.002581,387470.5,0.633622,0.973432,0.7676,9711,0.964674,0.772593,0.858015,7458,0.873626,0.591078,0.7051,2421,0.6,0.002179,0.004342,2754,0.5,0.01,0.019608,200,9,df30cb2,2026-08-13T00:14:14
RandomForest_monolitico,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,122_sin_seleccion,True,122,"{'max_depth': None, 'n_estimators': 100}",0.925841,0.735983,0.717474,0.469084,0.468065,0.688579,0.747605,0.966802,0.576405,0.722222,0.026156,0.95801,0.95982,9457,254,5436,7397,0.1472,3750,22544,35.15,'tiempo_s' = SOLO el entrenamiento (GridSearchCV + refit sobre D1+D3): coincide con 'tiempo_entrenamiento_s' de esta misma fila —el residual entre las dos columnas es cero salvo redondeo— y NO incluye inferencia ni figuras — no comparable con el 'tiempo_s' de metricas_anomalias.csv ni de metricas_firmas.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,35.151,0.06,22544,0.00267,374553.5,0.634996,0.973844,0.768737,9711,0.960305,0.759051,0.847899,7458,0.840555,0.600991,0.700867,2421,0.818182,0.006536,0.012968,2754,0.333333,0.005,0.009852,200,9,df30cb2,2026-08-13T00:22:38
RandomForest_monolitico,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,54,False,54,"{'max_depth': None, 'n_estimators': 100}",0.925102,0.737491,0.734027,0.469505,0.470653,0.689943,0.744278,0.965613,0.571106,0.71772,0.026877,0.956978,0.958153,9450,261,5504,7329,0.136,3750,22544,31.92,'tiempo_s' = SOLO el entrenamiento (GridSearchCV + refit sobre D1+D3): coincide con 'tiempo_entrenamiento_s' de esta misma fila —el residual entre las dos columnas es cero salvo redondeo— y NO incluye inferencia ni figuras — no comparable con el 'tiempo_s' de metricas_anomalias.csv ni de metricas_firmas.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,31.924,0.058,22544,0.002582,387248.8,0.631938,0.973123,0.766268,9711,0.966762,0.768302,0.856182,7458,0.871437,0.593556,0.706143,2421,0.7,0.002542,0.005065,2754,0.5,0.01,0.019608,200,10,df30cb2,2026-08-13T00:28:55
RandomForest_monolitico,multiclase 5 clases (normal + 4 ataques) sobre D2 completo,122_sin_seleccion,True,122,"{'max_depth': None, 'n_estimators': 100}",0.928649,0.736604,0.735317,0.469938,0.470986,0.688714,0.746984,0.966863,0.575236,0.721321,0.026053,0.954956,0.957861,9458,253,5451,7382,0.144533,3750,22544,37.45,'tiempo_s' = SOLO el entrenamiento (GridSearchCV + refit sobre D1+D3): coincide con 'tiempo_entrenamiento_s' de esta misma fila —el residual entre las dos columnas es cero salvo redondeo— y NO incluye inferencia ni figuras — no comparable con el 'tiempo_s' de metricas_anomalias.csv ni de metricas_firmas.csv · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,37.45,0.062,22544,0.002756,362808.3,0.634382,0.973947,0.768318,9711,0.960081,0.76428,0.851064,7458,0.854848,0.593556,0.700634,2421,0.727273,0.002905,0.005787,2754,0.5,0.015,0.029126,200,10,df30cb2,2026-08-13T00:38:37
